x_m,y_m,lon,lat
2019949.8734255536,7292942.326714973,-94.61897331087415,29.642657866136478
1924422.9133285878,7732132.624626222,-95.41833591287065,33.63072072665332
1312125.5897372556,7406153.053478186,-101.96650218441876,30.76073024043764
1654548.9284484675,7221329.871794468,-98.41006122782183,29.101470554133126
1881475.6411663122,7434061.532569634,-95.99781844885187,30.964864418652816
1633149.0796233625,7552172.75025267,-98.58673048761776,32.0822804749966
1235878.768200121,7380656.289076143,-102.75765200890692,30.51662747110991
1537619.6223036265,7390006.0118421195,-99.60679624925262,30.62980630771705
1122312.0501202934,7463992.437370963,-103.97375419154488,31.23530945544141
1757642.2390181932,7511625.295869232,-97.27632840170168,31.6964876024807
1988750.8914157925,7510408.720246354,-94.83645778602138,31.61144694781562
1982770.776325548,7702845.886087123,-94.80417084108119,33.34410017762072
1183355.6016344945,7394628.991919791,-103.3101007950189,30.629400489060323
1626296.309406498,6970770.568779752,-98.73025949221713,26.844944464072654
1790747.793046812,7194668.907296469,-97.01680649761249,28.83593251363708
1331494.0755438455,7512964.70497945,-101.78180505780281,31.724867068462878
1809695.0445112363,7471069.112714031,-96.73897064497639,31.31896010673768
1335131.0760607522,7829039.0818869425,-101.79763001852724,34.570624133869856
1324819.0961224819,7487649.293280758,-101.84790549161467,31.496082382609288
1408324.6428470984,7632700.384818363,-100.98066658296595,32.81103744594738
1943415.9230775118,7512776.559324704,-95.31375198703537,31.65088446666393
1811657.014008407,7419638.025623483,-96.73429880561007,30.85574114548992
1595754.648597736,7157197.321583086,-99.02071273125858,28.52970909636532
1708261.784158168,7016565.085146032,-97.89761218097827,27.247131905364665
1862158.8037173855,7398595.517530998,-96.21304066597641,30.651947920145695
1485561.1761058231,7264714.182560176,-100.14915807337115,29.502200745052658
1589369.222366414,7094689.697151286,-99.09126333318069,27.966608364101067
1723958.9877802478,7324389.434877756,-97.67389064517165,30.018488847540596
1633183.5717235818,7160222.4548723465,-98.63757544606683,28.553406101657743
1532142.8404653622,7070188.657120768,-99.67389298897676,27.74848044316367
1591687.3738646647,7570581.582496034,-99.02506375964859,32.251971416864386
1472430.8350023841,7992113.458024112,-100.30553511515203,36.052817092941794
1852260.1576644913,7179356.105103428,-96.39119466071249,28.68148418890368
1433856.98102302,7953643.319238197,-100.7302030901232,35.70407063910694
1553097.8065019946,7466710.834250788,-99.44096815233675,31.31959426036973
1094080.4627840333,7355252.707402141,-104.22683237741197,30.24776768526982
1982056.2363984422,7625135.838090921,-94.85073269672675,32.645657128549736
1652695.318534263,7022455.023539756,-98.45763956302761,27.308553402478353
1585120.8212921622,7780792.997049268,-99.07622898225652,34.14485592577567
1352012.610949371,7601538.514040981,-101.57822446206762,32.52472214169952
1746501.392101506,7394941.407903733,-97.42277654486453,30.648998841965625
1164068.8200406344,7443700.1198726995,-103.52793388743589,31.065511962302008
1634217.8733218918,7282328.649875767,-98.61132242631024,29.653345893758463
1615492.153769505,7213726.32838687,-98.81266637718949,29.03738471260979
1149665.088372928,7442214.242016264,-103.67857354439012,31.04792580840515
1104210.7162489782,7428991.181221744,-104.15022543676005,30.914518395662594
1360039.8204873123,7406976.391884804,-101.46516305099709,30.774824183810882
1280441.3988927389,7778250.547189356,-102.38185624943415,34.103876564429704
1515970.9880221891,7394861.129112493,-99.83299473033453,30.674003055487475
1076706.9983291696,7422289.965556921,-104.43551441535338,30.84464793065538
1371400.1624614946,7985719.8316355115,-101.42420797212243,35.987990894594915
1727150.960671086,7350642.021448777,-97.63492212236422,30.254191910401694
1822723.6361971104,7230982.173235286,-96.67772610122266,29.154789372096946
1844779.2172595866,7483121.141476824,-96.36562707746262,31.417539866071145
1912233.9906203856,7203116.646332072,-95.76802926522532,28.876341237244933
1792464.6611562609,7473995.561962949,-96.91944963477187,31.349729290131062
1409120.842184525,7511855.601624856,-100.96092789975722,31.723542053120806
1250142.7289036175,7649587.949986247,-102.6766767493927,32.9395029296522
1171658.7902524138,7546475.833093043,-103.4822235272233,31.992173605518165
1386258.030264341,8005700.151091634,-101.2622005368839,36.169939362491334
1096597.2235330152,7272688.714500979,-104.16828880605144,29.505688326105886
1344216.2688448455,7334058.582069797,-101.61961264515242,30.11648622416085
1853336.9733141535,7544090.638485152,-96.25374006206421,31.963372385016363
1378558.4647728412,7708629.401686618,-101.30865619808644,33.491746387743426
1625819.5527324516,7538444.041624536,-98.66627591580406,31.959554681234366
1417252.7342868363,7790986.079092992,-100.89891593533851,34.23684250833356
1184592.1092344052,7239085.151674564,-103.24945734601089,29.229717127245408
1493104.339350318,7806403.5634365445,-100.07502755087647,34.378731829104886
1876399.4122274122,7504742.596540938,-96.02440375259967,31.6022315131371
1254673.700163099,7492648.716742856,-102.58883810524497,31.52841563538195
1376431.523069507,7281744.228155982,-101.2784421039061,29.649246008360052
1357667.50255905,7959256.846592515,-101.57211004032199,35.74756051318006
1893774.1586474702,7686782.166445092,-95.76756664086216,33.23373083588907
1572697.187047768,7562598.887484656,-99.2275771899223,32.181479939991625
1223967.2075422308,7413628.612145542,-102.89095452072173,30.81059317423145
1680369.482872799,7586198.1545028025,-98.0793434147572,32.38206866700975
1585359.1937914223,7386492.124332894,-99.10812428826,30.595680255920907
1513871.779308856,7178190.286108871,-99.85785837280223,28.722664068854275
1893164.4405423529,7759670.554725108,-95.74400180922392,33.88973095221821
1854834.4086746117,7509129.935001649,-96.25042874584932,31.64846378568712
2085080.8052163722,7423200.911988029,-93.87163752382068,30.78336363157114
1410029.2624247246,7428577.448008552,-100.94381478005329,30.97413867509433
1287879.3208515106,7546036.20992638,-102.24998721811944,32.01530093480466
1235554.581592191,7647672.443452741,-102.83236525030378,32.918998876234625
1831891.3571054148,7646238.448066466,-96.44619397490683,32.888583761967716
1853406.7199568297,7341599.706242346,-96.32427477038287,30.14179400748075
1372076.6942670876,7379586.9649218805,-101.33570760898715,30.529670265946617
1218542.9632290825,7374099.576136204,-102.93675287446747,30.453609631806753
1717054.7868167092,7254092.764595272,-97.76035250620991,29.3868336588396
1331866.9920551747,7380283.030654716,-101.75560636116761,30.530882676808115
1668676.3541726433,7743664.064798026,-98.17620520593759,33.80115592858063
1149427.8447685326,7481146.927585218,-103.69470387903797,31.398059701859296
1676575.3157998957,7362489.626807397,-98.15935016625424,30.369485664209545
1351396.318977061,7547685.6353829205,-101.57661571799069,32.0400231168253
1545391.8580495403,7023314.012297072,-99.54144415019466,27.325065356381593
951230.1028910166,7472306.88587334,-105.77555565233263,31.242273973300744
1981206.6719091663,7360949.731819639,-94.98751129612278,30.27072479904933
1756392.5694757926,7356604.951724865,-97.32907358422939,30.301872739950547
1687716.7290703037,7116522.900210657,-98.0875348811237,28.15219115762504
1669961.4227473089,7132701.446041699,-98.26581390540012,28.300688638834263
1553538.871567187,7115235.595829868,-99.45456383091945,28.15402084895532
1452571.8214565078,7244453.630514431,-100.48901118073913,29.318848581661182
1307806.0275426963,7430323.675408352,-102.01631548163326,30.977550737842428
1947814.4800097349,7510584.364113295,-95.26831193274928,31.62948962619788
1130914.4110026974,7433619.630017934,-103.87214584003894,30.96485916241749
1936535.204091737,7244813.947595518,-95.50143042178335,29.243104026215885
1740878.6848119018,7112331.831774553,-97.54702087770659,28.104949907031948
1809798.3197992642,7436909.707027705,-96.74844823288284,31.011623737419374
1832489.2588584537,7524883.692006604,-96.48109729408999,31.796767432650768
1201333.5900400875,7293976.411630751,-103.09286784567863,29.72824632915724
1321994.540752735,7923393.29553102,-101.9590425356143,35.418989340440845
1275226.3388734306,7515584.417239119,-102.37722138557619,31.73892622181643
1177555.9759286535,7480172.204791827,-103.39813979383075,31.397401873910493
1801813.1254251143,7194130.268273668,-96.9034840562083,28.82834168968234
1520879.6997325583,7265946.559988076,-99.7842925883761,29.51320410509557
1393011.3151761112,7710423.781941546,-101.15312577561453,33.50934821137437
2010377.8575032568,7654592.873126416,-94.53315126489984,32.89826867424554
1764399.3219385545,7065924.4979350185,-97.31903483379013,27.681540744489535
1601631.80654298,7150426.406283723,-98.96125981981828,28.468192787337966
1779595.2463650908,7741900.243119167,-96.97790191710776,33.763411630517645
1679527.2853195912,7611305.168005376,-98.08368076517479,32.608133883019065
1715362.1187562144,7423325.427793815,-97.74219457846702,30.910547527723967
1462589.8594728569,7714980.803580117,-100.40339999506608,33.55478173397075
1822032.6360620689,7371560.420525091,-96.6409282323265,30.420365220691707
1430906.229376943,7335429.913092722,-100.71847460163264,30.137072158884745
2035788.5384500192,7300878.524796861,-94.45121312074379,29.70700284167549
1431526.6324984683,7396527.712597159,-100.71613488722787,30.687119919851725
1886534.54958549,7536604.924458463,-95.90500427632088,31.885464889795703
1155346.607476261,7497162.956929327,-103.6379169538875,31.54388524423574
1036591.2252543671,7390744.491822994,-104.84090723854892,30.54581621564855
2051197.9727884966,7488248.770615309,-94.19013959494832,31.384408163600032
2058871.0361178382,7496684.603859769,-94.10467965222239,31.456575627852487
2048496.3389422772,7594501.792952634,-94.15951872271336,32.34060730063498
1188521.8276262921,7474296.085215335,-103.2808083192561,31.347518890581117
1765055.4764509187,7591470.514770387,-97.17646319975769,32.41317488491018
1289642.114060768,7689398.793228476,-102.26237254845094,33.305719750127416
1432250.4759769896,7244046.829395142,-100.69850214945197,29.314202674934588
1660026.3858704376,7180460.042640888,-98.35995006689808,28.732512534723607
1943303.283520399,7768659.447361494,-95.19767259483493,33.95214209935482
1343075.821406911,7830895.266640277,-101.71133240389796,34.588481527551295
1724823.718083685,7394821.467651756,-97.64937572591626,30.652262992611355
1808984.1423835186,7181286.487678384,-96.83371991960105,28.710810094995946
1956896.665019731,7696406.633129412,-95.08534075917281,33.29682600418219
1565131.1681673594,7558013.928531004,-99.30827040877543,32.14066776369521
1628691.0097399484,6956213.726122939,-98.70789496861309,26.71321069196272
1559416.7263731402,7789923.780398154,-99.35459740810423,34.228739448663944
1669730.7487381736,7072164.828947251,-98.27777819154481,27.75481904900836
1123200.435533818,7381426.227461422,-103.9335539415647,30.49289609804414
1931717.898325245,7250592.293552407,-95.5486262370479,29.29686923304154
1610136.3442345434,7376862.713190183,-98.85030079746537,30.50694433831165
1709717.8842269424,6992767.676980762,-97.8875018601329,27.032065111767512
1866067.212952154,7310955.146257282,-96.20362492623492,29.862175957799373
2022051.4442359991,7462857.638685742,-94.51010258436702,31.169569385908062
1701449.3463307335,7057299.046373367,-97.9587839124858,27.615848864018545
1743876.3990238328,7171204.481661451,-97.5029792527464,28.634983641265237
1557884.0740816589,7186731.423902026,-99.40638894510862,28.79831930892447
1072585.996863128,7510152.920447703,-104.51619526150493,31.6332815276416
1701965.1371907,7084399.675558302,-97.94846893355631,27.860216718961656
1603010.5563303682,7755681.721917205,-98.88483812580938,33.917220228031894
1353462.8100062087,7304941.925126355,-101.51933959501359,29.85552295332443
1774134.08793089,7257866.859378766,-97.1706198229923,29.409046225134784
1877877.633185464,7484891.145236857,-96.0163478231947,31.4232105942214
1740384.762363296,7258357.891241061,-97.51871430200637,29.42076136028173
1803394.0134154689,7726885.609723486,-96.7256087770039,33.6221736122295
1732864.1762311729,7658623.280969681,-97.503125675861,33.024386602159105
1044907.0434053497,7431391.339377304,-104.77244400105378,30.91459377672026
1626100.8062802327,7379105.477107231,-98.6833857798671,30.525531396829898
1886736.0838391825,7403271.2431038795,-95.95447982918118,30.686183534178262
1279440.0376696351,8028785.201037312,-102.45294326853761,36.36213967489527
1538314.6125132008,7102673.5699837115,-99.61011496931263,28.041316856411004
1470044.4231306284,7439052.155493939,-100.31456282977803,31.071486044966218
1971301.9622383725,7750670.477159469,-94.90374488345343,33.77903504823377
1809053.8649322353,7284270.4802418025,-96.80252576562182,29.6382069247158
1986177.7447316854,7376803.591184379,-94.92823953698276,30.41126517222605
1777663.0041910722,7272038.266419742,-97.13042200441005,29.535828763776873
1309175.397377632,7396882.881474893,-101.9956248189735,30.676825583864687
1901846.8052455643,7393022.010435285,-95.80062583151886,30.588923429464558
1458106.4798344134,7658652.25752466,-100.44927906695887,33.04752688292513
1780368.9521473418,7539093.380990276,-97.02838790877533,31.938345968369724
1278523.204009765,7908424.643072494,-102.43370512970584,35.276262293937144
1477009.505289591,7390165.02557276,-100.24030924442066,30.63161581152078
1317621.129981062,7804734.643522428,-101.98375942362352,34.34899449038029
1929159.3112033056,7312104.7624357585,-95.54948949975005,29.851359405683386
1017246.8892358355,7433291.1417029835,-105.06302501783435,30.920617328488675
1677385.0075252927,7511592.240328191,-98.12457817007484,31.71119635566436
1645736.7500222204,7374026.084062263,-98.47911994522589,30.477544529808743
1642968.8215220245,7376297.376639981,-98.507682466011,30.498328127408985
1640250.3165881517,7349234.80791652,-98.53978190126907,30.255046034987075
1967184.0931091323,7662367.68689133,-94.99139054963669,32.986566808106794
1895235.7943464715,7531042.953719775,-95.81513585775913,31.832515924277676
1937649.0075370544,7518782.047675266,-95.37197596636388,31.707066994826324
1413563.7865952593,7580068.145594493,-100.91994570894238,32.33775084182384
1368245.999009695,7922016.316299843,-101.4498921490052,35.41299623411444
1822292.615204288,7528935.793815253,-96.5876224815338,31.83608975566825
1681570.4912461247,7679631.33785631,-98.04902011186498,33.222738774216786
1363954.184063421,7655819.844549751,-101.45851641797624,33.01472657159776
1447415.234782653,7641555.55474696,-100.56300058657095,32.89319479719697
1880022.3074628033,7714366.717073608,-95.90427275368933,33.486550810115446
1439254.8751828414,7626572.592547883,-100.64942651717485,32.75793384256525
1871392.8310665218,7633246.354670267,-96.0285554223528,32.75962521032287
1570528.0758459703,7747356.832930399,-99.23709180005935,33.84473457115107
1740163.176893856,7287318.203447213,-97.51428809715077,29.681573983705544
1299632.0423491965,7967350.256893957,-102.21477256004397,35.8116111875604
1861496.1038889084,7475360.379269192,-96.19236086077265,31.34267585255418
1567165.2848271844,7725243.402489675,-99.27503316511356,33.64581809083144
1705447.1481779525,7544318.076448352,-97.8211483872933,32.00104157770154
1106346.4431290422,7474653.7171599725,-104.14577645893249,31.32592789131587
1340305.8175115085,7937268.46606947,-101.75998202359642,35.54688119370842
1266661.2942472124,7561655.051796215,-102.47868668260455,32.1517547166286
1956634.0616597517,7344928.90704354,-95.25030654354252,30.136379824295105
1492485.2099361569,7446816.8323781295,-100.0789739319648,31.1417294620496
1143101.322308457,7280398.189360045,-103.6908044260389,29.58994803188416
1566752.9143928413,7198278.7458696095,-99.3147053198566,28.901914204196917
2039917.9867478132,7546292.9901579665,-94.27721664408298,31.911364566419405
1771070.7755830649,7522482.401651184,-97.13145582839527,31.791113337848067
1276009.7470851976,7970549.638657157,-102.47659045456473,35.83595433983328
1454712.1745364289,7579611.657121844,-100.48198957945945,32.33598799449258
1326277.668798275,7945807.784164123,-101.91618528273848,35.62179144478739
1079990.1909899055,7421276.640932449,-104.40072560854803,30.836713624156786
1718354.055774422,7390220.889825562,-97.71799096281703,30.61207775905221
1324555.3195936377,7481877.679976967,-101.84967008993023,31.44410665587524
1413558.4501786854,7944244.839628525,-100.95338924929497,35.617900488208484
1002454.3836354957,7460450.623666457,-105.23139475541471,31.15861105645553
1464444.6054085414,7432800.292785655,-100.37314388634874,31.015060216917092
1406381.0008422425,7493544.832358357,-100.98816850334744,31.55854114455308
1372630.6834263322,7544249.629041425,-101.35090841784418,32.01163046147528
1102953.2560481527,7360719.437950749,-104.13665386885394,30.29996612688091
2045446.1090969765,7659730.820686735,-94.15529329156269,32.92833260692995
1733876.545127551,7429130.150534548,-97.54680686687422,30.95923598458071
1686719.057357024,7581016.466430803,-98.0127351372033,32.33443196822358
1026984.8136607902,7439577.965771835,-104.96398804388804,30.98111401527522
1987657.3458487226,7322171.89045572,-94.93886987606741,29.9192995217243
1480230.3558520575,8016694.28942237,-100.21963883146178,36.27486660051254
1652818.6006544114,7499050.336062633,-98.3862028611121,31.60182226825941
1345005.4221567744,7868900.297826674,-101.69664590765788,34.93119948376081
2082922.5971835621,7420621.56486081,-93.89568620638191,30.761254775695214
1514696.2170506255,7817230.816646272,-99.8399359012101,34.476200452220645
1559543.241558285,7750565.204404438,-99.35571102985675,33.87425534176048
1583428.8108784417,7169943.090487983,-99.14575872577552,28.64551124683801
899772.2503618837,7539292.340782882,-106.35643888521791,31.81885375533341
1449992.208849241,7490956.086440565,-100.52772429958537,31.53793129143411
1949967.4076869325,7488529.207261361,-95.25557499412155,31.430352047078795
1631778.0928278808,7407972.934151427,-98.62035833433788,30.784739855369036
1447730.4413197122,7720771.293950395,-100.5639468749536,33.606333126176665
1404028.062420597,7804187.531371649,-101.04392504384099,34.35471262595992
1464143.7621746324,7793664.20397671,-100.3896312341566,34.26342452407446
1915352.1747318427,7618585.568401432,-95.56523688502173,32.61274287768593
1092168.5650696568,7390165.200004979,-104.26070959632295,30.561171821154385
1776755.8076660463,7180318.817327391,-97.16407795931248,28.70996749551269
1648826.6580513443,7137707.463064969,-98.48073167600887,28.348618530133887
2042763.5736225,7415030.933274064,-94.31846529116478,30.73023905859359
1701444.4800716015,7320589.346857784,-97.90842156769288,29.988325732894197
1827347.2725451603,7270238.367189264,-96.61781184679772,29.506986302940955
1624385.9557820354,6937281.297466016,-98.75325808968584,26.542614025158585
1569332.0741678649,7087651.264790165,-99.29545882434576,27.904443281639853
1409261.8273492712,7418594.199684633,-100.9509650241392,30.88422670314718
1516333.5640572882,7624725.223919753,-99.82541088499345,32.742793806997085
1601747.1375702806,7569528.011116234,-98.91821165712263,32.24164881515463
1787671.7713444647,7354254.129229483,-97.00404045026241,30.273507378873823
2062669.5751227078,7439806.892801192,-94.09665909616331,30.943570334396824
1965984.6719600672,7662698.0608530585,-95.00407213307047,32.99002541481514
1963620.3021624004,7228194.802448145,-95.23002699028491,29.08329686442114
1857940.6904867238,7617082.578588509,-96.17825414757837,32.618493649249665
1597963.4043349535,7419233.550686269,-98.9732624708178,30.889399058982363
1796365.30471503,7328790.31214083,-96.92092286786608,30.042184503092198
1679538.8960240616,7187519.701511342,-98.15880366856844,28.79336224290664
1214329.880914247,7525831.800875026,-103.0239373322879,31.817751256884335
1202946.2513811998,7248116.912264107,-103.06303752093604,29.315760122439624
1555906.1843029638,7411458.914551282,-99.41447838666232,30.82217976185274
1972709.3345601326,7591599.416006138,-94.96671588586052,32.34801009435287
1963601.8493568422,7637083.61110902,-95.0418786615281,32.76066446558777
1447224.2657680777,7353745.193214741,-100.54974085579597,30.302805237804705
1348045.9973843,7660576.181003406,-101.62979164421094,33.05553895509241
1615436.352597577,6966963.312616677,-98.83983595899547,26.811634905074254
1192927.6497043353,7371952.0860284,-103.20323479240582,30.427889300323447
1346979.5931914737,7383162.118573247,-101.5982621802587,30.55885638393239
1421876.1844497044,7728843.93330919,-100.84354705706926,33.6775397066912
1635875.8013084764,7707635.042432243,-98.53596446181275,33.48116759322615
1505810.9560410574,7690434.090005394,-99.9374912521929,33.33438169574398
1618804.9385782555,7434764.901383841,-98.75300805379958,31.027256963452924
1409789.8935385747,7769352.664484005,-100.97790716096337,34.04142641175082
1834905.6935713347,7480104.730067536,-96.4706474784137,31.393282261511942
2034947.4663256735,7344888.625024286,-94.43701846804713,30.10317862267878
1449882.8244285774,7819342.34461078,-100.54597069799212,34.4942066553963
1617162.1751388514,7768341.937827262,-98.73007684707639,34.02985851533347
1214379.5386156095,7404281.871885648,-102.9886767303064,30.724200825375856
1496671.538313094,8011621.702593221,-100.03696310359875,36.22924413982366
1463098.0229443968,7368135.888932962,-100.38491536621507,30.43295934046035
1093111.5109156505,7393662.173639301,-104.25227118614235,30.59295355888387
1848867.6546303653,7541084.187017203,-96.30215532137375,31.937683181901026
1707162.8049605293,7752757.532504983,-97.7581852823662,33.87666582405336
2019574.5858678226,7332994.116281749,-94.60265287611432,30.003063880701802
1462993.140855474,7999890.730460808,-100.4104459053782,36.12273652992365
1742013.781181061,7151364.259591672,-97.5265833733341,28.456565838411272
1702383.987135517,7717651.738941424,-97.81737726910312,33.56147647014788
1355277.5478353645,7429000.859074604,-101.51817317732333,30.972467471368017
1558040.8155777534,7312401.826448315,-99.3977664084936,29.930322078432564
1790760.6588995294,7599365.182705649,-96.90041695349467,32.47801212623787
1783941.1949670417,7416399.811056057,-97.02548486435795,30.833637714975325
961380.7881548181,7489308.960988126,-105.6780847532446,31.399812257573366
2032563.805001413,7381725.496527531,-94.44254493259568,30.435477890631784
1090112.3130635815,7530835.052231428,-104.33976504593156,31.825572161528417
1822995.6775094331,7565716.404734686,-96.56811180521417,32.16674816820381
1845600.8469145345,7647878.484725362,-96.29891584877339,32.89929441213829
1726849.8295555403,7466228.295574627,-97.61209500124166,31.294432899545377
1800128.846863966,7159113.373533723,-96.9307164756953,28.513281789043674
1313036.3373397195,7866362.552942053,-102.04600909444395,34.9034568418655
1256758.2464704083,7985631.824376924,-102.69342504335702,35.967953306495026
1863579.8928621495,7673498.669998288,-96.09685872063753,33.12422000571063
1425136.5811713818,7842196.052087387,-100.81738268899238,34.69875009139096
1442237.9413526438,7564633.207547313,-100.61386290776117,32.200630283604156
1947939.6463353478,7247486.090436093,-95.38289258690101,29.26292589977077
1410137.2135274182,7928568.658592754,-100.98957494553309,35.47624659902227
1771230.0162044107,7134381.023370991,-97.23244616245131,28.297260375253817
1265668.5564811712,7333685.657986186,-102.43592963713665,30.100173564170582
1563499.8887096713,7331375.130566604,-99.33994990526371,30.100875720527675
1885256.659171253,7344680.289258082,-95.99212627572533,30.159561663834733
1256537.4297173363,7316358.305116558,-102.5267051570401,29.942353063197743
1520209.379846567,7491180.16072791,-99.78673317586974,31.540845587849656
1484996.382562323,7160616.8130768845,-100.15350240839928,28.56425825614978
1784909.6261987654,7757488.1011818675,-96.9157951631133,33.902409516258324
1651280.0678205548,7730169.204998801,-98.36642566366281,33.68210066711164
1667365.5696106032,7081501.822514451,-98.30031863334771,27.839369092799952
2039500.4962511496,7692442.164344546,-94.20053664692489,33.22519825894982
1402828.6589372486,7315420.060467306,-101.0085289871178,29.954939505960446
1418113.2876502895,7441906.192426415,-100.86010188547964,31.094692583550035
1755158.4984468957,7722507.151525875,-97.247132929284,33.594589072597294
1225956.2071766383,7680229.730214198,-102.94439593726466,33.209715444307285
1616434.9356667278,7393569.697403358,-98.78263756144581,30.656721394969207
1719467.4847207402,7091442.858227586,-97.76928648937762,27.920681303328287
1223531.902284847,7650819.41314117,-102.96197650134917,32.94448366309629
1572974.5601369273,6972013.562092653,-99.26623932107695,26.860531342173253
1445608.4291405748,7361211.72916664,-100.56697038984603,30.369949336309272
1238265.0703566058,8015009.467879546,-102.90664977517282,36.22880475345129
1982012.279182996,7667713.695513462,-94.82997171425671,33.028502484664706
1774567.6977333822,7200753.940448899,-97.1811575086695,28.894569728079922
1486579.8364428394,7137477.316031456,-100.13700973387866,28.355680576724115
2099195.765752094,7478269.78612912,-93.69126178613388,31.271096648643578
1390714.1358582035,7885632.871678466,-101.19832740252468,35.08740130329105
1795815.063407525,7509258.533337839,-96.87368959348419,31.666117123826105
2044395.2581243075,7608912.955340908,-94.19506652125256,32.47206956016257
1182367.0962827192,7385391.6703204615,-103.31753439677018,30.546020156260475
1399449.5754405186,8033785.281954167,-101.1189753521443,36.42477136286296
1720976.63692678,7076866.993896307,-97.75695358732604,27.788950994081468
1896395.488801226,7461506.249970768,-95.8305923540587,31.206752888038753
1833090.5170755982,7485174.726463338,-96.48806876593908,31.439408010281827
1472488.2415714571,7629013.0628100615,-100.2942017290835,32.78117490705655
1500380.2345308163,7507024.186136135,-99.99598516452954,31.683611546460927
1826164.797941269,7692134.008183167,-96.49189864372941,33.30316058473447
